Gabriele_Carluccio_Right_2.c3d  



Time(s):	C_L_bicipite(μV):
0.271	8.7616
0.2715	4.02832
0.272	4.63257
0.2725	1.91345
0.273	4.83398
0.2735	5.94177
0.274	7.04956
0.2745	0.90637
0.275	3.92761
0.2755	3.12195
0.276	4.02832
0.2765	4.12903
0.277	9.36584
0.2775	9.86938
0.278	5.53894
0.2785	6.3446
0.279	5.84106
0.2795	5.23682
0.28	8.05664
0.2805	3.62549
0.281	8.7616
0.2815	10.17151
0.282	9.76868
0.2825	4.73328
0.283	3.52478
0.2835	5.23682
0.284	3.12195
0.2845	8.25806
0.285	2.92053
0.2855	5.63965
0.286	3.02124
0.2865	8.15735
0.287	3.7262
0.2875	5.53894
0.288	3.32336
0.2885	4.93469
0.289	6.04248
0.2895	4.02832
0.29	2.5177
0.2905	0.80566
0.291	4.93469
0.2915	1.91345
0.292	-3.02124
0.2925	2.92053
0.293	1.00708
0.2935	3.8269
0.294	6.44531
0.2945	5.0354
0.295	7.5531
0.2955	5.43823
0.296	10.27222
0.2965	6.74744
0.297	13.89771
0.2975	13.69629
0.298	8.35876
0.2985	9.76868
0.299	9.56726
0.2995	11.78284
0.3	10.17151
0.3005	13.59558
0.301	8.25806
0.3015	12.38708
0.302	13.89771
0.3025	10.17151
0.303	10.17151
0.3035	9.76868
0.304	10.97717
0.3045	7.95593
0.305	9.16443
0.3055	10.37292
0.306	10.37292
0.3065	11.98425
0.307	8.7616
0.3075	4.43115
0.308	9.76868
0.3085	6.74744
0.309	2.92053
0.3095	2.11487
0.31	2.5177
0.3105	4.12903
0.311	-0.30212
0.3115	3.8269
0.312	-2.11487
0.3125	3.12195
0.313	8.56018
0.3135	9.86938
0.314	7.95593
0.3145	10.0708
0.315	9.97009
0.3155	3.32336
0.316	1.40991
0.3165	9.36584
0.317	9.97009
0.3175	13.69629
0.318	16.81824
0.3185	16.3147
0.319	10.17151
0.3195	13.49487
0.32	8.15735
0.3205	9.76868
0.321	9.97009
0.3215	9.97009
0.322	10.77576
0.3225	12.08496
0.323	12.68921
0.3235	7.5531
0.324	3.92761
0.3245	8.96301
0.325	10.67505
0.3255	6.84814
0.326	10.47363
0.3265	3.62549
0.327	-0.90637
0.3275	-1.40991
0.328	1.61133
0.3285	-9.16443
0.329	-3.62549
0.3295	-12.08496
0.33	-14.40125
0.3305	-10.57434
0.331	-12.89062
0.3315	-10.47363
0.332	-11.07788
0.3325	-11.07788
0.333	-13.09204
0.3335	-5.13611
0.334	-6.54602
0.3345	-1.91345
0.335	-1.71204
0.3355	8.7616
0.336	12.5885
0.3365	18.8324
0.337	15.20691
0.3375	15.81116
0.338	14.19983
0.3385	19.63806
0.339	22.05505
0.3395	21.04797
0.34	24.47205
0.3405	40.88745
0.341	52.46887
0.3415	54.58374
0.342	47.43347
0.3425	40.38391
0.343	32.02515
0.3435	27.79541
0.344	16.61682
0.3445	12.38708
0.345	1.00708
0.3455	1.71204
0.346	-6.04248
0.3465	-1.91345
0.347	1.61133
0.3475	3.02124
0.348	-5.74036
0.3485	-10.27222
0.349	-8.8623
0.3495	-9.97009
0.35	-13.69629
0.3505	-13.49487
0.351	-24.57275
0.3515	-20.54443
0.352	-19.73877
0.3525	-15.20691
0.353	-13.49487
0.3535	-5.53894
0.354	-3.42407
0.3545	-0.30212
0.355	5.33752
0.3555	12.28638
0.356	18.63098
0.3565	24.57275
0.357	29.30603
0.3575	29.91028
0.358	32.52869
0.3585	30.01099
0.359	28.70178
0.3595	25.47913
0.36	25.78125
0.3605	21.55151
0.361	23.06213
0.3615	24.47205
0.362	22.96143
0.3625	15.81116
0.363	15.00549
0.3635	13.89771
0.364	9.97009
0.3645	4.63257
0.365	-3.42407
0.3655	-2.31628
0.366	-2.71912
0.3665	-5.0354
0.367	-4.63257
0.3675	-6.44531
0.368	-13.49487
0.3685	-3.02124
0.369	-1.00708
0.3695	-0.50354
0.37	0.10071
0.3705	-2.11487
0.371	-2.41699
0.3715	5.33752
0.372	16.71753
0.3725	23.96851
0.373	30.11169
0.3735	26.78833
0.374	22.35718
0.3745	16.3147
0.375	12.89062
0.3755	13.19275
0.376	9.36584
0.3765	12.08496
0.377	12.78992
0.3775	15.71045
0.378	18.42957
0.3785	14.19983
0.379	13.49487
0.3795	17.32178
0.38	21.85364
0.3805	17.52319
0.381	8.56018
0.3815	9.66797
0.382	6.94885
0.3825	3.7262
0.383	2.11487
0.3835	1.10779
0.384	3.7262
0.3845	2.41699
0.385	-7.15027
0.3855	-6.94885
0.386	-12.89062
0.3865	-21.14868
0.387	-21.14868
0.3875	-29.60815
0.388	-28.9032
0.3885	-26.78833
0.389	-31.21948
0.3895	-44.41223
0.39	-11.98425
0.3905	34.14001
0.391	71.90552
0.3915	84.19189
0.392	73.61755
0.3925	70.99915
0.393	88.11951
0.3935	96.67969
0.394	97.68677
0.3945	86.20605
0.395	46.02356
0.3955	12.28638
0.396	-12.18567
0.3965	-18.12744
0.397	-20.94727
0.3975	-25.37842
0.398	-21.65222
0.3985	-15.71045
0.399	-24.87488
0.3995	-49.74976
0.4	-61.43188
0.4005	-72.20764
0.401	-71.09985
0.4015	-82.37915
0.402	-82.9834
0.4025	-89.328
0.403	-94.46411
0.4035	-85.80322
0.404	-73.71826
0.4045	-60.72693
0.405	-45.62073
0.4055	-27.59399
0.406	-6.44531
0.4065	5.84106
0.407	16.21399
0.4075	27.99683
0.408	28.39966
0.4085	26.88904
0.409	30.91736
0.4095	35.95276
0.41	42.7002
0.4105	48.33984
0.411	50.05188
0.4115	49.54834
0.412	51.26038
0.4125	47.7356
0.413	48.94409
0.4135	43.60657
0.414	43.50586
0.4145	45.82214
0.415	47.03064
0.4155	47.53418
0.416	42.19666
0.4165	42.7002
0.417	46.92993
0.4175	39.88037
0.418	40.1825
0.4185	42.39807
0.419	33.53577
0.4195	37.86621
0.42	30.2124
0.4205	24.57275
0.421	20.34302
0.4215	17.82532
0.422	22.86072
0.4225	23.26355
0.423	19.83948
0.4235	27.99683
0.424	25.78125
0.4245	19.03381
0.425	11.2793
0.4255	12.18567
0.426	12.78992
0.4265	12.18567
0.427	8.66089
0.4275	11.2793
0.428	8.45947
0.4285	2.92053
0.429	4.53186
0.4295	4.12903
0.43	1.51062
0.4305	13.59558
0.431	13.39417
0.4315	17.01965
0.432	11.78284
0.4325	14.19983
0.433	16.01257
0.4335	14.09912
0.434	16.3147
0.4345	16.81824
0.435	14.50195
0.4355	9.86938
0.436	13.19275
0.4365	12.5885
0.437	10.77576
0.4375	6.44531
0.438	2.5177
0.4385	4.73328
0.439	7.35168
0.4395	17.01965
0.44	21.04797
0.4405	17.52319
0.441	14.50195
0.4415	9.26514
0.442	5.63965
0.4425	7.5531
0.443	6.84814
0.4435	2.11487
0.444	7.85522
0.4445	2.92053
0.445	3.32336
0.4455	3.62549
0.446	-2.31628
0.4465	6.2439
0.447	5.63965
0.4475	-7.85522
0.448	-12.38708
0.4485	-20.04089
0.449	-20.74585
0.4495	-29.20532
0.45	-28.50037
0.4505	-24.16992
0.451	-27.49329
0.4515	-32.42798
0.452	-28.80249
0.4525	-26.98975
0.453	-24.97559
0.4535	-24.37134
0.454	-31.01807
0.4545	-34.34143
0.455	-36.55701
0.4555	-34.84497
0.456	-22.86072
0.4565	-18.22815
0.457	-22.25647
0.4575	-15.50903
0.458	-10.77576
0.4585	-3.02124
0.459	-2.71912
0.4595	1.10779
0.46	-3.22266
0.4605	-20.04089
0.461	-29.20532
0.4615	-34.44214
0.462	-33.63647
0.4625	-37.56409
0.463	-31.82373
0.4635	-34.03931
0.464	-28.50037
0.4645	-23.96851
0.465	-15.20691
0.4655	-20.54443
0.466	-31.72302
0.4665	-38.47046
0.467	-5.63965
0.4675	59.41772
0.468	131.92749
0.4685	167.07458
0.469	160.42786
0.4695	115.41138
0.47	52.67029
0.4705	-12.48779
0.471	-83.58765
0.4715	-134.94873
0.472	-136.96289
0.4725	-116.72058
0.473	-66.87012
0.4735	-23.46497
0.474	-6.44531
0.4745	-4.53186
0.475	-48.54126
0.4755	-96.47827
0.476	-139.27917
0.4765	-162.13989
0.477	-169.49158
0.4775	-161.93848
0.478	-130.41687
0.4785	-86.30676
0.479	-38.77258
0.4795	17.22107
0.48	70.99915
0.4805	114.90784
0.481	150.15564
0.4815	175.33264
0.482	195.77637
0.4825	209.37195
0.483	227.29797
0.4835	234.24683
0.484	237.06665
0.4845	232.13196
0.485	209.9762
0.4855	186.51123
0.486	164.25476
0.4865	147.83936
0.487	116.41846
0.4875	73.31543
0.488	65.15808
0.4885	154.48608
0.489	223.37036
0.4895	212.89673
0.49	154.6875
0.4905	60.4248
0.491	-47.23206
0.4915	-151.66626
0.492	-238.37585
0.4925	-300.21057
0.493	-329.21448
0.4935	-331.12793
0.494	-296.7865
0.4945	-225.18311
0.495	-143.3075
0.4955	-73.11401
0.496	-16.61682
0.4965	41.18958
0.497	88.11951
0.4975	123.56873
0.498	144.21387
0.4985	163.24768
0.499	176.23901
0.4995	181.77795
0.5	182.08008
0.5005	172.51282
0.501	175.03052
0.5015	177.95105
0.502	179.26025
0.5025	175.63477
0.503	151.96838
0.5035	129.91333
0.504	112.99438
0.5045	106.34766
0.505	99.80164
0.5055	82.47986
0.506	74.42322
0.5065	65.15808
0.507	56.09436
0.5075	51.26038
0.508	42.49878
0.5085	33.53577
0.509	22.6593
0.5095	7.45239
0.51	-3.32336
0.5105	-16.71753
0.511	-25.37842
0.5115	-51.15967
0.512	-15.60974
0.5125	19.33594
0.513	35.95276
0.5135	70.99915
0.514	163.24768
0.5145	229.91638
0.515	201.61743
0.5155	105.23987
0.516	-8.15735
0.5165	-132.12891
0.517	-241.59851
0.5175	-325.89111
0.518	-363.55591
0.5185	-341.80298
0.519	-276.84631
0.5195	-183.99353
0.52	-103.02429
0.5205	-45.82214
0.521	-8.25806
0.5215	23.96851
0.522	48.84338
0.5225	60.3241
0.523	59.51843
0.5235	55.49011
0.524	35.44922
0.5245	8.45947
0.525	-19.73877
0.5255	-25.68054
0.526	-7.15027
0.5265	23.66638
0.527	64.151
0.5275	97.28394
0.528	126.38855
0.5285	135.04944
0.529	136.66077
0.5295	129.00696
0.53	115.00854
0.5305	104.4342
0.531	95.67261
0.5315	86.70959
0.532	80.56641
0.5325	66.16516
0.533	54.48303
0.5335	47.63489
0.534	44.21082
0.5345	39.37683
0.535	33.13293
0.5355	40.1825
0.536	39.17542
0.5365	28.39966
0.537	25.27771
0.5375	12.48779
0.538	-2.41699
0.5385	-2.01416
0.539	26.08337
0.5395	45.82214
0.54	43.80798
0.5405	27.29187
0.541	9.36584
0.5415	-16.3147
0.542	-46.42639
0.5425	-68.98499
0.543	-79.66003
0.5435	-72.61047
0.544	-55.89294
0.5445	-34.14001
0.545	-12.38708
0.5455	7.75452
0.546	13.797
0.5465	19.43665
0.547	17.82532
0.5475	21.65222
0.548	11.68213
0.5485	9.16443
0.549	14.19983
0.5495	7.15027
0.55	5.23682
0.5505	-2.81982
0.551	-10.27222
0.5515	-26.08337
0.552	-45.41931
0.5525	-41.18958
0.553	-28.9032
0.5535	-14.09912
0.554	-2.71912
0.5545	14.80408
0.555	25.88196
0.5555	38.77258
0.556	49.95117
0.5565	53.47595
0.557	57.20215
0.5575	71.09985
0.558	73.11401
0.5585	76.94092
0.559	79.15649
0.5595	70.3949
0.56	55.99365
0.5605	47.8363
0.561	42.8009
0.5615	34.34143
0.562	26.88904
0.5625	19.63806
0.563	12.99133
0.5635	8.35876
0.564	0.90637
0.5645	-6.44531
0.565	-5.13611
0.5655	-10.47363
0.566	-14.50195
0.5665	-14.40125
0.567	-18.42957
0.5675	-19.94019
0.568	-11.38
0.5685	-16.41541
0.569	-15.30762
0.5695	-12.68921
0.57	-16.11328
0.5705	-15.00549
0.571	-29.20532
0.5715	-51.46179
0.572	-74.42322
0.5725	-120.04395
0.573	-138.3728
0.5735	-138.77563
0.574	-133.53882
0.5745	-116.51917
0.575	-110.07385
0.5755	-112.79297
0.576	-118.33191
0.5765	-130.01404
0.577	-115.31067
0.5775	-104.53491
0.578	-91.64429
0.5785	-76.63879
0.579	-52.16675
0.5795	-21.95435
0.58	9.66797
0.5805	32.52869
0.581	43.60657
0.5815	23.96851
0.582	-14.09912
0.5825	-64.05029
0.583	-158.61511
0.5835	-245.62683
0.584	-276.04065
0.5845	-254.89197
0.585	-184.09424
0.5855	-94.86694
0.586	-23.66638
0.5865	39.47754
0.587	74.42322
0.5875	111.8866
0.588	150.55847
0.5885	189.9353
0.589	227.6001
0.5895	233.13904
0.59	237.36877
0.5905	243.31055
0.591	236.4624
0.5915	178.05176
0.592	133.74023
0.5925	113.80005
0.593	111.48376
0.5935	104.23279
0.594	95.47119
0.5945	104.03137
0.595	120.54749
0.5955	147.63794
0.596	156.39954
0.5965	168.38379
0.597	169.18945
0.5975	156.90308
0.598	137.56714
0.5985	114.505
0.599	86.8103
0.5995	76.23596
0.6	66.56799
0.6005	62.03613
0.601	59.71985
0.6015	45.82214
0.602	31.92444
0.6025	19.13452
0.603	8.8623
0.6035	1.61133
0.604	2.01416
0.6045	4.02832
0.605	1.81274
0.6055	-3.62549
0.606	-46.32568
0.6065	-120.95032
0.607	-209.37195
0.6075	-237.16736
0.608	-236.96594
0.6085	-211.68823
0.609	-169.7937
0.6095	-109.67102
0.61	-32.62939
0.6105	37.26196
0.611	99.3988
0.6115	130.31616
0.612	145.8252
0.6125	142.30042
0.613	138.17139
0.6135	114.00146
0.614	85.60181
0.6145	49.54834
0.615	16.51611
0.6155	-9.76868
0.616	-22.76001
0.6165	-33.73718
0.617	-34.64355
0.6175	-37.36267
0.618	-36.4563
0.6185	-29.60815
0.619	-15.50903
0.6195	-11.17859
0.62	-9.06372
0.6205	-8.66089
0.621	-8.56018
0.6215	-10.97717
0.622	-18.53027
0.6225	-16.81824
0.623	-16.21399
0.6235	-24.27063
0.624	-26.68762
0.6245	-21.3501
0.625	-28.80249
0.6255	-37.7655
0.626	-36.4563
0.6265	-30.2124
0.627	-16.61682
0.6275	-7.95593
0.628	0
0.6285	6.54602
0.629	17.52319
0.6295	22.05505
0.63	25.68054
0.6305	24.77417
0.631	23.46497
0.6315	22.15576
0.632	12.68921
0.6325	6.84814
0.633	6.74744
0.6335	-2.92053
0.634	-2.71912
0.6345	-19.03381
0.635	-51.66321
0.6355	-74.42322
0.636	-91.94641
0.6365	-96.7804
0.637	-93.65845
0.6375	-79.66003
0.638	-59.71985
0.6385	-39.57825
0.639	-16.21399
0.6395	-3.32336
0.64	8.96301
0.6405	19.23523
0.641	33.13293
0.6415	48.03772
0.642	56.29578
0.6425	55.49011
0.643	50.05188
0.6435	34.03931
0.644	16.51611
0.6445	-15.60974
0.645	-32.62939
0.6455	-46.12427
0.646	-51.05896
0.6465	-45.62073
0.647	-33.43506
0.6475	-12.38708
0.648	-4.33044
0.6485	-7.04956
0.649	-2.21558
0.6495	9.86938
0.65	17.32178
0.6505	11.78284
0.651	1.40991
0.6515	-3.8269
0.652	-8.96301
0.6525	-15.40833
0.653	-20.34302
0.6535	-16.91895
0.654	-20.74585
0.6545	-20.94727
0.655	-11.2793
0.6555	-16.51611
0.656	-10.77576
0.6565	-11.07788
0.657	-14.60266
0.6575	-3.12195
0.658	-1.61133
0.6585	4.22974
0.659	6.84814
0.6595	8.56018
0.66	4.33044
0.6605	7.04956
0.661	20.44373
0.6615	27.49329
0.662	34.74426
0.6625	39.67896
0.663	34.24072
0.6635	24.77417
0.664	18.8324
0.6645	16.51611
0.665	18.42957
0.6655	14.80408
0.666	7.65381
0.6665	14.09912
0.667	31.01807
0.6675	31.82373
0.668	32.7301
0.6685	35.75134
0.669	34.74426
0.6695	39.47754
0.67	30.91736
0.6705	28.9032
0.671	20.24231
0.6715	4.02832
0.672	-15.1062
0.6725	-30.61523
0.673	-42.7002
0.6735	-61.83472
0.674	-77.24304
0.6745	-103.22571
0.675	-120.7489
0.6755	-104.4342
0.676	-71.60339
0.6765	-47.63489
0.677	-21.55151
0.6775	8.8623
0.678	34.34143
0.6785	63.64746
0.679	56.09436
0.6795	20.64514
0.68	-11.78284
0.6805	-33.23364
0.681	-100.80872
0.6815	-310.78491
0.682	-473.42834
0.6825	-516.12854
0.683	-463.15613
0.6835	-345.12634
0.684	-192.85583
0.6845	-50.85754
0.685	102.42004
0.6855	225.28381
0.686	306.55518
0.6865	357.91626
0.687	370.20264
0.6875	345.93201
0.688	297.49146
0.6885	247.03674
0.689	190.94238
0.6895	151.06201
0.69	118.33191
0.6905	86.70959
0.691	62.9425
0.6915	36.75842
0.692	23.8678
0.6925	18.53027
0.693	41.89453
0.6935	60.72693
0.694	82.17773
0.6945	87.41455
0.695	79.2572
0.6955	57.70569
0.696	43.40515
0.6965	29.80957
0.697	22.55859
0.6975	26.58691
0.698	24.67346
0.6985	18.53027
0.699	15.00549
0.6995	14.80408
0.7	11.48071
0.7005	5.53894
0.701	0.10071
0.7015	0.50354
0.702	-14.30054
0.7025	-28.60107
0.703	-27.39258
0.7035	-41.79382
0.704	-54.68445
0.7045	-68.78357
0.705	-79.86145
0.7055	-72.9126
0.706	-67.67578
