Domenico_Di_Fonza_Left_1.c3d  



Time(s):	C_R_bicipite(μV):
0.627	-11.2793
0.6275	-11.17859
0.628	-12.68921
0.6285	-13.19275
0.629	-10.77576
0.6295	-10.67505
0.63	-13.39417
0.6305	0.90637
0.631	-5.94177
0.6315	-12.48779
0.632	-5.43823
0.6325	-1.3092
0.633	-6.04248
0.6335	-5.53894
0.634	5.23682
0.6345	1.91345
0.635	-0.30212
0.6355	12.38708
0.636	11.17859
0.6365	10.67505
0.637	12.28638
0.6375	8.35876
0.638	10.67505
0.6385	7.65381
0.639	11.88354
0.6395	12.78992
0.64	2.5177
0.6405	2.31628
0.641	1.71204
0.6415	0.40283
0.642	-6.14319
0.6425	-5.63965
0.643	-10.67505
0.6435	-11.98425
0.644	-14.09912
0.6445	-9.56726
0.645	-15.30762
0.6455	-15.91187
0.646	-15.20691
0.6465	-5.53894
0.647	-10.47363
0.6475	-6.64673
0.648	-1.71204
0.6485	-6.3446
0.649	-10.0708
0.6495	-4.02832
0.65	-2.11487
0.6505	0.30212
0.651	-2.21558
0.6515	0.50354
0.652	2.5177
0.6525	0.10071
0.653	-2.81982
0.6535	-6.64673
0.654	-10.57434
0.6545	-21.3501
0.655	-33.43506
0.6555	-32.32727
0.656	-33.9386
0.6565	-31.72302
0.657	-28.50037
0.6575	-30.2124
0.658	-31.01807
0.6585	-28.39966
0.659	-23.46497
0.6595	-18.22815
0.66	-18.32886
0.6605	-15.71045
0.661	-5.23682
0.6615	-0.30212
0.662	4.12903
0.6625	4.53186
0.663	8.25806
0.6635	10.57434
0.664	24.06921
0.6645	24.37134
0.665	27.19116
0.6655	31.4209
0.666	29.60815
0.6665	40.98816
0.667	45.72144
0.6675	36.85913
0.668	29.70886
0.6685	21.45081
0.669	10.87646
0.6695	-0.10071
0.67	-2.81982
0.6705	-5.0354
0.671	-0.90637
0.6715	-0.60425
0.672	-0.50354
0.6725	3.42407
0.673	6.14319
0.6735	-2.21558
0.674	-0.20142
0.6745	4.02832
0.675	-0.50354
0.6755	1.10779
0.676	-3.7262
0.6765	-5.0354
0.677	-3.12195
0.6775	-6.2439
0.678	-11.98425
0.6785	-8.45947
0.679	-7.45239
0.6795	-8.56018
0.68	-12.89062
0.6805	-9.97009
