Franco_Iuliano_Right_2.c3d  



Time(s):	C_R_bicipite(μV):
0.395	11.07788
0.3955	8.05664
0.396	9.97009
0.3965	10.67505
0.397	6.44531
0.3975	7.04956
0.398	7.5531
0.3985	10.77576
0.399	9.36584
0.3995	11.2793
0.4	10.0708
0.4005	17.92603
0.401	9.86938
0.4015	7.5531
0.402	3.42407
0.4025	3.22266
0.403	8.7616
0.4035	12.18567
0.404	9.97009
0.4045	10.57434
0.405	16.91895
0.4055	20.34302
0.406	11.48071
0.4065	12.89062
0.407	13.29346
0.4075	14.30054
0.408	13.39417
0.4085	6.44531
0.409	0
0.4095	8.66089
0.41	12.28638
0.4105	11.98425
0.411	7.65381
0.4115	8.45947
0.412	9.56726
0.4125	1.91345
0.413	4.53186
0.4135	5.84106
0.414	11.07788
0.4145	7.35168
0.415	10.57434
0.4155	8.96301
0.416	6.2439
0.4165	2.61841
0.417	-3.62549
0.4175	-4.22974
0.418	0.90637
0.4185	-0.50354
0.419	3.52478
0.4195	4.22974
0.42	1.40991
0.4205	8.05664
0.421	13.797
0.4215	13.797
0.422	5.23682
0.4225	9.26514
0.423	3.52478
0.4235	0.10071
0.424	-0.80566
0.4245	2.11487
0.425	-3.32336
0.4255	-6.14319
0.426	2.01416
0.4265	3.32336
0.427	7.95593
0.4275	-1.51062
0.428	-0.90637
0.4285	0.50354
0.429	-0.80566
0.4295	-1.71204
0.43	2.71912
0.4305	1.40991
0.431	-0.80566
0.4315	1.00708
0.432	-4.12903
0.4325	-4.73328
0.433	-4.93469
0.4335	-9.26514
0.434	-8.7616
0.4345	-7.75452
0.435	-7.75452
0.4355	-12.08496
0.436	-5.23682
0.4365	-4.53186
0.437	-6.94885
0.4375	-7.45239
0.438	-5.0354
0.4385	-4.73328
0.439	-5.63965
0.4395	-2.41699
0.44	-14.80408
0.4405	-13.49487
0.441	-9.56726
0.4415	-4.63257
0.442	-3.22266
0.4425	-0.80566
0.443	-2.5177
0.4435	0.60425
0.444	-0.20142
0.4445	4.22974
0.445	0.40283
0.4455	-3.32336
0.446	-1.40991
0.4465	-4.73328
0.447	0.40283
0.4475	4.43115
0.448	1.3092
0.4485	2.92053
0.449	-5.13611
0.4495	-8.45947
0.45	-3.42407
0.4505	-7.75452
0.451	-6.54602
0.4515	-6.84814
0.452	-9.46655
0.4525	-7.45239
0.453	-1.81274
0.4535	1.91345
0.454	2.31628
0.4545	4.93469
0.455	2.81982
0.4555	-2.41699
0.456	-8.05664
0.4565	-11.48071
0.457	-9.46655
0.4575	-6.94885
0.458	-5.74036
